,Comment
2736,"Xem lại nổi hết da gà, tự hào thật."
2737,"22h,ngày 22/11"
2738,"2/12/2018 ai còn xem? 
Xem lại vẫn cảm xúc rưng rưng nước mắt.
Hôm nay lượt đi vn đón philip. Cầu chúc đội tuyển có kết quả thắng lợi."
2739,29/8/2019 ai xem kh?
2740,Đến giờ tôi coi lại vẫn rưng rưng nước mắt vì cảm xúc quá lơn
2741,Chưa bao h tôi yêu bóng đá cho đến khi U23 đá. Tôi yêu Việt Nam. Việt Nam sẽ vô địch AFF cúp!!
2742,Mấy thanh niên Dislike bị thần kinh à
2743,lần nào xem lại cảm xúc vẫn còn tháng 12 2018 rồi  nước mắt vẫn rưng rưng
2744,Còn ai xem nữa k ?
2745,Coi mà xúc động dã mannnnn ️️️️
2746,VN ko yếu chỉ là ko có một thuyền trưởng đủ giỏi để các thuyền viên nhận ra được mình có năng lực thôi. Và ông Park chính là vị thuyền trưởng tuyệt vời đó.
2747,19/10/2019 liệu ai còn xem
2748,Xem lại mà nước mắt k ngừng rơi vì cảm xúc vui..theo dõi các bạn từ đó tới bjo..
2749,5.9 ai coi lại k
2750,Xem đi xem lại vẫn xuc động . Và chúng ta lại vào chung kết aff nữa rồi Việt Nam! Ơi
2751,"8/12/2018 
Thật sự tôi ko phải là ng đam mê bóng đá. Nhưng các bạn là ng tạo cho tôi nguồn cảm hứng để xem những trận đậu của đội tuyển nước nhà. Các bạng thật xuất sắc là những ng hùng làm khởi zậy niềm đam mê trong tim ng hâm mộ . Là niềm tự hào cuae Việt Nam. "
2752,11 12 19 còn ai xem ko
2753,"Xong đợt AFF này , xin ad làm video tổng hợp lại 1 năm thành công của bóng đá Vn đi ak <3"
2754,7/9/2019 xem.....
2755,Tôi lại thêm niềm tin vào AFF nửa rồi! VN Champion!
2756,Cứ lâu lâu lại vào xem :)) cảm xúc thì vẫn y nguyên như lúc đang ngồi xem. Da gà nổi tim đập nhanh hồi hộp chờ đợi :v
2757,5 ngày nữa thôi.
2758,Cọi lại mà nổi hết da gà 
2759,nhạc nhiều và to qua k thich
2760,"Hôm nay tôi vẫn xem, và khg biết lần bao nhiêu nưa. Nhưg nước mắt vẫn trực tuôn trào, lòng nghẹn lên vì hạnh phúc. Tôi yêu các bạn, và còn yêu hơn đất nước VN của chúg ta. Cảm ơn vì tất cả. U23 VN"
2761,Thất bại không quật ngã các chàng trai của chúng ta
2762,Cảm ơn u23 Viêt Nam! Những ngày tháng thật tươi đẹp.
2763,Rất nhiều cảm xúc ! Cảm ơn bạn !
2764,Tôi yêu Việt Nam.  Tự hào 2 tiếng Việt Nam
2765,Em like mạnh cho anh Quang Hải em️u23 Việt Nam chúc các anh mạnh khoẻ để thi đấu thật là nhiều trận.
2766,coi rất nhiều lần vẫn rưng rưng cảm xuc nhớ những ngày đó quá
2767,Tuyệt vời quá Việt Nam ơi
2768,30-11 xem mà vẫn cảm xúc chảy nước mắt k thể kìm đc :(((
2769,Cám ơn thầy Seo️
2770,xem lại mà cảm động+tự hào
2771,Xem đi xem lại vẫn còn cảm xúc.cố lên các em của chị
2772,"Huấn luyện viên Park Hang Seo thực sự là người có Tài bởi ông rất có Tâm, mặc dù là người nước ngoài nhưng rất hiểu văn hóa Việt, ông biết khơi dậy tinh thần đoàn kết, sức mạnh dòng máu Việt vì màu cờ sắc áo dân tộc, biết dùng người tài và vận dụng hết sở trường, sở đoản của từng cầu thủ. Tóm lại: Với ông đến với bóng đá là trong sạch, không vì cá nhân, cục bộ, vây cánh, lợi ích nhóm - Đó là sức mạnh của thành công. Hãy để cho HLV Park Hang Seo tự do sáng tạo cho bóng đá Việt Nam, những người lãnh đạo quản lý bóng đá Việt Nam đừng can thiệp quá sâu vào chuyên môn của ông Park Hang Seo, báo chí và người hâm mộ hãy ủng hộ ông bằng tất cả niềm tin tưởng vào triết lý bóng đá và cái tâm đức làm bóng đá của ông thì tôi tin tưởng rằng bóng đá Việt Nam sẽ càng bay cao hơn nữa !!!"
2773,Lần nào xem cug khóc thế nay. Nhất la đến đoạn vn đá trong tuyết nc mắt chảy luon . Thương quá
2774,Thấy mặt Công Phượng tội quá!!!!
2775,"xem mà da gà nổi từ đầu đến cuối, xém khóc luôn"
2776,Dù không đứng vị trí số 1 nhưng vẫn thật cảm xúc huhu
2777,Nhưng việt nam đã cố gắng rồi 🇻🇳🇻🇳
2778,"1 clip đã mag lại rất nhiều cảm xúc. giờ  đg chờ bán kết lượt về lại nhớ đến nhữg trận chiến lịch sử ấy. Chính các chàng trai ấy đã mang người hâm mộ trở lại vs BĐVN. Vì vậy khi họ có vấp ngã cũg đừg cay cú, đừng lạnh lùng mà hãy tiếp thêm động lực cho họ để còn có người dám cống hiến hết mình."
2779,"23-7-2019 có ai còn xem ,cảm xúc vẫn ùa về như tôi ko"
2780,"Hay lắm ạ,  chúng em luôn dõi theo các anh,  cố gắng lên các anh ơi"
2781,Cảm xúc vẫn còn đó tuyệt vời quá
2782,VN vô địch aff 1 cách xứng đáng
2783,Thật không thể tin nổi ! Mong rằng năm nay đội tuyển VN sẽ vô định AFF2018
2784,Tôi vẫn tiếc vì Việt Nam thua ở phút cuối cùng
2785,Một video rất chất lượng và đầy cảm xúc.
2786,Xem xong trận lượt đi BK VN vs Philip lại vào xem cái này. Quá nhiều cảm xúc :p
2787,Cảm xúc vẫn như mới ngày hôm qua
2788,7-12-2018 vẫn đang xem và 4 ngày nữa là đá trận chung kết affcup. Vn sẻ chiến thắng 
2789,Thật sự bây giờ xm lại vẫn cảm thấy rất xúc động
2790,Xem lại mà muốn rơi nc mắt. 
2791,Ngày 3.12.2018 coi lại vẫn thấy cảm xuac như lúc đag xem trực tiếp... tuyệt
2792,Dù Cho 🇻🇳 Thua Chúng Tôi Vẫn Coi 🇻🇳 Là Đất Nước Muôn Năm
2793,Khóc trong hp. Việt  nam muôn năm. Yêu Việt nam
2794,"Ngày trc thầy park bị kinh thường vì có lẽ .... thầy park lười thể hiện thôi
Chứ đấy, thầy bung ra phát là cả Châu á phải nể phục"
2795,"cuối năm roi, thật sự mik coi lại muốn khóc vi rất tự hào đội tuyển  vn. Hey ko biết cuối năm có ai mong chờ chung kết aff cup ko nhỉ ?? các bạn ơ hãy cỗ vũ vn để có thể giành dc chiến thắng và cùng nhau lập lại lịch sự sau 10 năm giải aff cup 2008"
2796,chúng ta đã vào chung kết aff cup 2018. tôi yêu vn. tiến lên xúc luôn con ngựa lai (mã lai) và vô địch nhé anh em.
2797,Xem U19 Việt Nam thảm bại tại giải vô địch U19 ĐNA 2019 thất vọng quá. Vào đây xem lại để lấy lại niềm tin. Ai giống tôi cho 1 like
2798,Tới giờ vẫn còn nhớ như in cảm giác lúc Quang Hải gỡ hòa 2-2 trận với Qatar. Thật sự vỡ òa và ko tin được
2799,Có ai vừa xem vừa rới nước mắt như mình ko ?
2800,30/11/2018 còn 1 ngày nữa VN chúng ta sẽ đá trận bán kết aff cup với philipin .Chúng ta sẽ lại chiến thắng và sống trong những ngày cuối năm lịch sử để khép lại một năm quá thành công với bóng đá nước nhà.Chúc các e mang vinh quang về cho tổ quốc.
2801,2 12 xem mà van thay cảm xúc quá CẢM ƠN THẦY VÌ TẤT CẢ
2802,park hang seo chac la mot nguoi chuyen ve bong da
2803,"tôi đã khóc khi xem video này, nó giúp tôi cố gắng trong khi tôi buông xuôi mệt mỏi nhất. 
tôi y các anh tôi y đất nước tôi"
2804,Cảm ơn thầy park
2805,"3/12/2018 xem lại lần thứ n, để có niềm tin mà đặt thật nhiều vào AFF Cup."
2806,01/12/2018 có ai đang coi lại giống mình không . Cảm súc vẫn còn nguyên.  Nổi da gà :D
2807,Điều này cho thấy con người Việt Nam không kém mà do người lãnh đạo là ai!
2808,"03/12/2018 xem lại vẫn cảm giác vỡ òa, có ai như t k, k cầm nổi nước mắt"
2809,Xem lại mà cả xúc như mới ngày hôn qua
2810,"K biết xem lại bn lần nhưng lần nào cũng nổi da gà, cảm xúc không bao giờ quên được"
2811,Cảm xúc vẫn bùng nổ như khi xem trực tiếp
2812,"26/3/2019 vn 4-0 thái lan, 5/6/2019 vn 1-0 thái lan"
2813,1/12/2018 Xem lại mà khóc. Hy vọng cho AFF CUP 2018
2814,Kênh tổng hợp rất hay .
2815,"5.12.2018 viết cho những chàng trai cùng lứa tuổi với tôi, những anh hùng của dân tộc, các anh đã tiếp thêm sức mạnh cho tôi những lúc khó khăn và gục ngã, những chàng trai nhỏ bé nhưng ý chí đanh thép đã đánh bại những anh chàng cao to của nước bạn, cảm ơn những chàng trai nhỏ bé đã tiếp thêm động lực cho tôi thêm tin yêu và cuộc sống này hơn. mỗi lần xem clip là cảm xúc dâng trào"
2816,Coi lại là cảm xúc dân trào
2817,Côi lại thấy tiếc VN ko vô địch u23 châu á. Thua phút bù giờ cuối cùng và thời tiết xấu.
2818,Xem đi xem lại nhiều lần nhưng mỗi lần xem đều nổi da gà
2819,8:06. HLV siêu cuteeee
2820,Ngày 1/12 . Ngày mai là ngày 2/12 VN đá vs Pilipines AFF cup 2018 Bán kết. Cảm xúc vẫn còn nguyên vẹn .
2821,Sắp vô địch aff cup rồi xem lại mà vẫn như lần đầu 
2822,Thời điểm đó HLV HỮU THẮNG hay lắm mà sao để bị loại .
2823,Xem lại mà vẫn cảm xúc quá
2824,Ai cũng có lúc cũng có lúc thua trong cuộc đời và bóng đá cũng thế
2825,Đang mong chờ trận chug kết aff. Xem lại cái này tụ nhiên khóc lun
2826,"Điều ngọt ngào đã đến rồi nè 
-> cúp vô địch AFF"
2827,Lần thứ N xem lại video này vẫn thấy hay và có 1 chút buồn
2828,xem lại vẫn còn xúc động
2829,Có ai nghĩ việt nam sẽ vào đến world cup 2022 điểm danh
2830,Mỗi lần xem lại là k thể nào kìm đk cảm xúc
2831,Cảm ơn bầu đức đã đưa ngài park về với Việt Nam
2832,Hôm nay 19/8/2019 tôi xem video này tổng cộng 20 lần =)
2833,Tôi đã khóc khi xem video này 
2834,BÓNG ĐÁ VIỆT NAM 4 LẦN THẮNG BÓNG ĐÁ THÁI LAN TRONG LỊCH SỬ RỒI
2835,"08/12 coi lại vẫn hay. Còn 1 tuần nữa thôi, mong là VN sẽ vô địch AFF cup"
2836,Cho dù lần này chúng ta có vô địch AFF hay sau này có được dự WC thì trận ck trong tuyết ở Thường Châu vẫn sẽ là dấu ấn mạnh nhất trong lịch sử nước nhà. 1 nước nhiệt đới đi đá bóng ck trong bão tuyết. Hiếm trận nào mà tuyết như z mà vẫn cho đá. Người hâm mộ nước nhà sẽ khó có dịp trải nghiệm như z
2837,Mìh đặt niềm tin ko sai vào thế hệ vàg. Segame đã nói là mạh rồi mà thảm quá. Và sau đó là câu trả lời
2838,- 5/12/2018 xem lại cảm xúc dâng trào
2839,có ai tin là Việt Nam sẽ thắng vòng loại word cup k
2840,Xem đi xem lai mười mấy lần vẫn rưới rưới nước mắt :(((
2841,Xem đi xem lại vẫn thấy nghẹn ngào
2842,20 8 2019 coi lai van thay hay .ko biet bao gio moi co dc cam giac nay nua
2843,Pha sút phạt của quang hải trên sân thườg châu là lấy đi nc mắt nhiều nhất :(
2844,Mong thanh cong se luon den voi cac anh
2845,Các anh chàng này phải được rèn luyện kỹ năng giao tiếp với thời tiết lạnh chứ tuyết rơi dày đặc trên chặn đường đá bóng
2846,xem lại vẫn thấy xúc động
2847,Ông seo ơi cảm ơn ông rất nhiều
2848,Thiệt sự giờ coi vẫn xúc động vl.. thặt sự.... sự cố gắng rất cố gắng của họ... mong là nhữn dịp đá khác nhỡ mà họ có không làm nên lịch sự kì dịu khác thì mong mọi người đừng chỉ chích quay lưng với họ... hãy luôn yêu thương ủng hộ họ . Như lúc họ làm rạng danh Việt Nam
2849,"11/8/2019. Còn ai đang xem không 
Cảm giác vẫn rùng mình.."
2850,Coi lại nước mắt vẫn cứ rơi
2851,Giờ xem lại vẫn xúc động
2852,Phần còn lại là lịch sử
2853,Các anh của dân tộc ta nhìn họ khóc mà mún khóc theo
2854,"Vẫn lứa cầu thủ ấy. Nhưng đã lột xác dưới tay ông park!
Chứng tỏ một điều. K có thầy giỏi thì học giỏi cũng đéo làm gì đc. Đương nhiên cũng phải học giỏi thì thầy giỏi mới làm các em giỏi lên."
2855,Xem bao lần vẫn xúc động
2856,xem lại mí trận này mà ghép thêm nhạc này nữa làm xúc động muốn khóc
2857,Xem lại trận CK vẫn thấy ức chế bọn tàu khựa... nếu đội Tàu của nó đá ck thì nó sẽ ý kiến với AfC hoãn trận đấu vì tuyết quá dày
2858,Có ai xem lại thấy vui mừng đến khóc k u23 vn cố lên
2859,Vn sẽ càg ngày càng mạnh và chứng minh cho cả thế giới thấy đánh bại vn là 1 chuyen khó
2860,Cảm xúc vẫn nguyên vẹn...coi quài khóc quài ..nhưng van mún coi
2861,Giờ xem mà vấn nổi ra gà
2862,Bùi tiến dũng đang bị lãng quên. 
2863,Mỗi khi xem lại video này tôi đều khóc
2864,Ae sinh 11/10 đâu hết rồi ạ ngày mà bđ VN có HLV có tâm có tầm :))
2865,Xem lại vẫn còn thấy phấn đấu
2866,Thật sự chs mỗi lần xem lại các pha ghi bàn này lại khóc dù xem rất nhiều lần r
2867,Sẽ chẳng bao giờ quên đc
2868,Sắp có VN vs Philippines rồi anh Em ủng hộ đội tuyển Việt Nam nào
2869,xem lại ma cảm súc như lần đầu
2870,Xem lại vẫn thấy tiếc nuối trận vietnam và uzb
2871,Xem xong nước mắt tuôn trào dù coi 20 lần
2872,Tôi thề là tôi xem lại là ko cầm đc nc mắt
2873,30/11/2018 vẩn rất nhiều cảm xúc
2874,Vẫn thik tiến dũng bắt bóng
2875,Không biết mình xem lại bao lần mà vẫn rưng rưng nước mắt có ai như mình ko.  . . 7/12
2876,"8/12/2018 
sắp tới đá trận chung kết mong việt nam chiens thắng"
2877,Cũng lứa cầu thủ ấy và dưới tay hlv Park thì mới biết dc hlv hữu thắng tệ đến mức nào
2878,Hi vọng HLV cho các cầu thủ xem video này trước trận chung kết AFF cup năm nay
2879,Người Thái cay càng thêm cay khi vn 1-0 thái lan =))
2880,Có ai muốn có cảm giác này thêm một lần nữa không?  30/11/2018
2881,Mong sau 10 năm ròng rã chờ đợi thì Việt Nam sẽ vô địch AFF CUP lần thứ 2 (tròn 10 năm :D)
2882,T đang khóc vì thằng BLV ...
2883,03/12/2018 lại một lần nữa rơi nước mắt khi xem
2884,Trận chung kết 1 việt nam gặp 2 đội uzbekistan.
2885,mong bóng đá vn sẽ có tương trong chặng đường sắp tới đặc BỊEt AFF  SẮP TỚI ^^
2886,"có ai giây phút này đang xem vs tôi ko, chờ đợi trận bán kết vs philippines vào ngày mai ko. Xem mà muốn khóc
10h23 05/12/2018"
2887,"Thua kg phải do cauthủ mà hlv quá tệ ,"
2888,Âm nhạc đúng là công cụ tuyệt vời  để dẫn lối cảm xúc
2889,Chủ nhật. 16-06-209 xem lại vẫn còn rùng mình các bạn ạ
2890,Xem lại mà vẫn ko cầm được nước mắt
2891,3/12/18 xem lại và vẫn khóc !!
2892,Cứ lương với lậu kg giữ chân nhanh ngài park thì biết bao giờ mới có lại cảm xúc ntn????
2893,Ngày 4.tháng 12. Có những phút giay. Rơi nước mắt vì sung sướng
2894,
2895,Trận với quatar là cảm xúc nhất
2896,Trước trận Ck AFF cúp. Xem lại vẫn khóc mọi người ạ.. huhu
2897,Cảm động muốn khóc quá đm cái thằng udơbêkitstan
2898,Coi mà nổi da gà lun ắ VN vô địch
2899,"Ông Park của Hàn và Việt chúng ta đấy các cậu️
Mìk k có khen đâu.. nhưng mỗi khi coi lại mấy video này là nhớ kĩ nịm:> 
Dù thầy k họk nhìu về tiếng a thì sao tớ đây đi họk đàn hoàn còn chưa hỉu có nhìu Idol ca sĩ diễn viên còn chưa hỉu mà.."
